Attention,Meditation,Eye Blink,Average,Emotion,Intensity
93,33,18,48.0,Happy,Medium
6,38,20,21.33333333,Relaxed,Low
49,74,9,44.0,Happy,Medium
96,80,12,62.66666667,Fear,High
95,10,19,41.33333333,Concentrated,Medium
19,11,13,14.33333333,Drunker,Low
57,97,21,58.33333333,Fear,Medium
48,100,3,50.33333333,Happy,Medium
36,30,12,26.0,Relaxed,Low
44,81,9,44.66666667,Happy,Medium
89,60,5,51.33333333,Happy,Medium
57,91,16,54.66666667,Happy,Medium
41,87,20,49.33333333,Happy,Medium
26,25,21,24.0,Relaxed,Low
45,23,11,26.33333333,Relaxed,Low
25,1,9,11.66666667,Sad,Low
90,33,8,43.66666667,Happy,Medium
47,23,12,27.33333333,Relaxed,Low
33,60,12,35.0,Concentrated,Medium
71,35,10,38.66666667,Concentrated,Medium
41,75,11,42.33333333,Drunker,Medium
86,51,11,49.33333333,Happy,Medium
92,42,3,45.66666667,Happy,Medium
31,47,18,32.0,Concentrated,Medium
20,19,15,18.0,Relaxed,Low
62,81,3,48.66666667,Happy,Medium
23,99,3,41.66666667,Concentrated,Medium
54,68,3,41.66666667,Concentrated,Medium
72,95,15,60.66666667,Fear,High
3,79,5,29.0,Concentrated,Low
99,66,15,60.0,Fear,High
5,88,6,33.0,Concentrated,Medium
79,22,12,37.66666667,Concentrated,Medium
47,91,14,50.66666667,Happy,Medium
86,50,8,48.0,Happy,Medium
31,56,15,34.0,Concentrated,Medium
78,19,18,38.33333333,Concentrated,Medium
56,96,1,51.0,Happy,Medium
80,7,2,29.66666667,Concentrated,Low
47,51,21,39.66666667,Concentrated,Medium
23,23,5,17.0,Relaxed,Low
68,92,21,60.33333333,Fear,High
9,65,19,31.0,Concentrated,Medium
99,40,9,49.33333333,Happy,Medium
95,61,3,53.0,Happy,Medium
88,56,2,48.66666667,Happy,Medium
45,97,2,48.0,Happy,Medium
66,46,13,41.66666667,Concentrated,Medium
73,79,17,56.33333333,Drunker,Medium
17,71,2,30.0,Concentrated,Medium
64,29,8,33.66666667,Concentrated,Medium
41,34,11,28.66666667,Drunker,Low
83,60,1,48.0,Happy,Medium
68,61,6,45.0,Happy,Medium
14,47,16,25.66666667,Relaxed,Low
71,88,3,54.0,Happy,Medium
23,47,4,24.66666667,Relaxed,Low
14,89,3,35.33333333,Concentrated,Medium
27,35,1,21.0,Relaxed,Low
61,13,7,27.0,Relaxed,Low
29,36,6,23.66666667,Relaxed,Low
56,53,20,43.0,Happy,Medium
90,5,14,36.33333333,Concentrated,Medium
72,17,7,32.0,Concentrated,Medium
55,38,12,35.0,Concentrated,Medium
54,94,15,54.33333333,Happy,Medium
23,81,12,38.66666667,Concentrated,Medium
8,30,14,17.33333333,Relaxed,Low
43,44,20,35.66666667,Concentrated,Medium
24,44,15,27.66666667,Relaxed,Low
3,64,21,29.33333333,Concentrated,Low
47,50,16,37.66666667,Concentrated,Medium
65,51,3,39.66666667,Concentrated,Medium
18,4,18,13.33333333,Sad,Low
19,22,4,15.0,Relaxed,Low
73,23,3,33.0,Concentrated,Medium
22,26,13,20.33333333,Relaxed,Low
43,69,21,44.33333333,Happy,Medium
25,70,20,38.33333333,Concentrated,Medium
91,71,21,61.0,Fear,High
90,36,8,44.66666667,Happy,Medium
48,60,7,38.33333333,Concentrated,Medium
75,49,11,45.0,Happy,Medium
39,30,11,26.66666667,Relaxed,Low
71,62,21,51.33333333,Happy,Medium
11,98,6,38.33333333,Concentrated,Medium
80,44,6,43.33333333,Happy,Medium
1,33,15,16.33333333,Relaxed,Low
27,65,1,31.0,Concentrated,Medium
15,31,10,18.66666667,Relaxed,Low
96,9,4,36.33333333,Concentrated,Medium
21,68,11,33.33333333,Concentrated,Medium
93,45,14,50.66666667,Happy,Medium
78,6,16,33.33333333,Concentrated,Medium
45,70,12,42.33333333,Drunker,Medium
50,71,6,42.33333333,Drunker,Medium
30,87,10,42.33333333,Drunker,Medium
55,72,11,46.0,Happy,Medium
49,20,19,29.33333333,Concentrated,Low
44,91,2,45.66666667,Happy,Medium
88,30,1,39.66666667,Concentrated,Medium
91,74,15,60.0,Fear,High
40,77,19,45.33333333,Happy,Medium
83,75,5,54.33333333,Happy,Medium
56,49,11,38.66666667,Concentrated,Medium
94,24,12,43.33333333,Happy,Medium
47,84,5,45.33333333,Happy,Medium
3,79,13,31.66666667,Concentrated,Medium
13,42,12,22.33333333,Relaxed,Low
87,92,5,61.33333333,Fear,High
57,71,13,47.0,Happy,Medium
59,94,14,55.66666667,Happy,Medium
93,90,20,67.66666667,Fear,High
84,58,1,47.66666667,Happy,Medium
12,28,14,18.0,Relaxed,Low
82,93,17,64.0,Fear,High
7,14,4,8.333333333,Sad,Low
24,12,20,18.66666667,Relaxed,Low
23,49,18,30.0,Concentrated,Medium
88,97,6,63.66666667,Fear,High
45,13,12,23.33333333,Relaxed,Low
65,75,18,52.66666667,Happy,Medium
96,59,18,57.66666667,Fear,Medium
7,28,9,14.66666667,Drunker,Low
98,64,13,58.33333333,Fear,Medium
2,95,10,35.66666667,Concentrated,Medium
95,99,5,66.33333333,Fear,High
12,70,21,34.33333333,Concentrated,Medium
97,41,21,53.0,Happy,Medium
11,73,19,34.33333333,Concentrated,Medium
91,4,14,36.33333333,Concentrated,Medium
62,92,2,52.0,Happy,Medium
29,72,9,36.66666667,Concentrated,Medium
43,12,18,24.33333333,Relaxed,Low
16,13,13,14.0,Sad,Low
36,55,9,33.33333333,Concentrated,Medium
41,16,13,23.33333333,Relaxed,Low
29,70,6,35.0,Concentrated,Medium
11,62,11,28.0,Relaxed,Low
45,39,9,31.0,Concentrated,Medium
22,86,4,37.33333333,Concentrated,Medium
65,62,18,48.33333333,Happy,Medium
76,93,14,61.0,Fear,High
2,15,12,9.666666667,Sad,Low
14,67,19,33.33333333,Concentrated,Medium
46,40,3,29.66666667,Concentrated,Low
34,93,2,43.0,Happy,Medium
98,36,3,45.66666667,Happy,Medium
30,74,5,36.33333333,Concentrated,Medium
6,34,12,17.33333333,Relaxed,Low
29,8,6,14.33333333,Drunker,Low
16,38,21,25.0,Relaxed,Low
23,90,6,39.66666667,Concentrated,Medium
88,1,12,33.66666667,Concentrated,Medium
7,53,15,25.0,Relaxed,Low
42,85,7,44.66666667,Happy,Medium
75,79,21,58.33333333,Fear,Medium
52,68,5,41.66666667,Concentrated,Medium
95,8,11,38.0,Concentrated,Medium
11,39,15,21.66666667,Relaxed,Low
25,14,12,17.0,Relaxed,Low
23,73,21,39.0,Concentrated,Medium
29,41,15,28.33333333,Drunker,Low
70,55,16,47.0,Happy,Medium
84,63,11,52.66666667,Happy,Medium
71,60,11,47.33333333,Happy,Medium
48,57,6,37.0,Concentrated,Medium
37,20,18,25.0,Relaxed,Low
83,20,15,39.33333333,Concentrated,Medium
40,98,17,51.66666667,Happy,Medium
52,34,17,34.33333333,Concentrated,Medium
58,80,4,47.33333333,Happy,Medium
83,73,16,57.33333333,Fear,Medium
61,18,20,33.0,Concentrated,Medium
56,18,21,31.66666667,Concentrated,Medium
43,57,7,35.66666667,Concentrated,Medium
67,76,12,51.66666667,Happy,Medium
33,68,8,36.33333333,Concentrated,Medium
10,81,6,32.33333333,Concentrated,Medium
87,64,17,56.0,Happy,Medium
23,41,9,24.33333333,Relaxed,Low
68,92,12,57.33333333,Fear,Medium
55,51,11,39.0,Concentrated,Medium
74,74,16,54.66666667,Happy,Medium
37,12,15,21.33333333,Relaxed,Low
1,71,1,24.33333333,Relaxed,Low
86,92,4,60.66666667,Fear,High
84,96,4,61.33333333,Fear,High
92,44,12,49.33333333,Happy,Medium
17,88,8,37.66666667,Concentrated,Medium
27,11,20,19.33333333,Relaxed,Low
72,87,5,54.66666667,Happy,Medium
68,53,1,40.66666667,Concentrated,Medium
87,95,7,63.0,Fear,High
17,52,3,24.0,Relaxed,Low
89,49,7,48.33333333,Happy,Medium
16,32,12,20.0,Relaxed,Low
43,91,16,50.0,Happy,Medium
15,29,3,15.66666667,Relaxed,Low
42,69,12,41.0,Concentrated,Medium
46,70,11,42.33333333,Drunker,Medium
66,12,20,32.66666667,Concentrated,Medium
54,98,12,54.66666667,Happy,Medium
70,95,21,62.0,Fear,High
37,2,7,15.33333333,Relaxed,Low
28,55,9,30.66666667,Concentrated,Medium
14,2,4,6.666666667,Sad,Low
20,75,16,37.0,Concentrated,Medium
14,15,14,14.33333333,Drunker,Low
2,2,17,7.0,Sad,Low
15,61,18,31.33333333,Concentrated,Medium
29,37,21,29.0,Concentrated,Low
91,55,6,50.66666667,Happy,Medium
7,6,13,8.666666667,Sad,Low
73,50,21,48.0,Happy,Medium
11,70,8,29.66666667,Concentrated,Low
33,62,8,34.33333333,Concentrated,Medium
42,58,21,40.33333333,Concentrated,Medium
96,9,19,41.33333333,Concentrated,Medium
81,21,12,38.0,Concentrated,Medium
66,60,5,43.66666667,Happy,Medium
8,29,15,17.33333333,Relaxed,Low
76,30,1,35.66666667,Concentrated,Medium
16,59,3,26.0,Relaxed,Low
81,14,9,34.66666667,Concentrated,Medium
76,20,4,33.33333333,Concentrated,Medium
78,66,20,54.66666667,Happy,Medium
78,12,7,32.33333333,Concentrated,Medium
4,54,17,25.0,Relaxed,Low
43,45,2,30.0,Concentrated,Medium
52,78,13,47.66666667,Happy,Medium
25,93,2,40.0,Concentrated,Medium
54,57,17,42.66666667,Drunker,Medium
72,17,21,36.66666667,Concentrated,Medium
87,35,16,46.0,Happy,Medium
50,37,20,35.66666667,Concentrated,Medium
52,34,17,34.33333333,Concentrated,Medium
11,23,15,16.33333333,Relaxed,Low
43,82,4,43.0,Happy,Medium
73,96,13,60.66666667,Fear,High
83,55,16,51.33333333,Happy,Medium
34,26,7,22.33333333,Relaxed,Low
99,43,10,50.66666667,Happy,Medium
83,87,8,59.33333333,Fear,Medium
1,77,21,33.0,Concentrated,Medium
59,28,16,34.33333333,Concentrated,Medium
24,73,14,37.0,Concentrated,Medium
34,6,17,19.0,Relaxed,Low
98,63,8,56.33333333,Drunker,Medium
95,7,12,38.0,Concentrated,Medium
79,44,9,44.0,Happy,Medium
88,98,18,68.0,Fear,High
57,61,3,40.33333333,Concentrated,Medium
53,27,16,32.0,Concentrated,Medium
57,21,6,28.0,Relaxed,Low
15,7,2,8.0,Sad,Low
38,56,1,31.66666667,Concentrated,Medium
7,69,16,30.66666667,Concentrated,Medium
20,21,19,20.0,Relaxed,Low
68,61,3,44.0,Happy,Medium
62,51,7,40.0,Concentrated,Medium
11,21,10,14.0,Sad,Low
54,38,4,32.0,Concentrated,Medium
20,77,5,34.0,Concentrated,Medium
73,39,14,42.0,Concentrated,Medium
28,88,2,39.33333333,Concentrated,Medium
92,100,5,65.66666667,Fear,High
22,34,4,20.0,Relaxed,Low
50,77,18,48.33333333,Happy,Medium
81,58,14,51.0,Happy,Medium
49,60,9,39.33333333,Concentrated,Medium
40,54,15,36.33333333,Concentrated,Medium
70,5,19,31.33333333,Concentrated,Medium
71,15,4,30.0,Concentrated,Medium
28,59,20,35.66666667,Concentrated,Medium
12,21,5,12.66666667,Sad,Low
53,80,7,46.66666667,Happy,Medium
93,82,13,62.66666667,Fear,High
98,2,21,40.33333333,Concentrated,Medium
76,63,5,48.0,Happy,Medium
15,21,7,14.33333333,Drunker,Low
41,11,11,21.0,Relaxed,Low
14,99,19,44.0,Happy,Medium
65,13,8,28.66666667,Drunker,Low
59,87,11,52.33333333,Happy,Medium
50,78,14,47.33333333,Happy,Medium
71,74,18,54.33333333,Happy,Medium
60,45,12,39.0,Concentrated,Medium
62,83,13,52.66666667,Happy,Medium
38,67,1,35.33333333,Concentrated,Medium
89,3,14,35.33333333,Concentrated,Medium
89,31,15,45.0,Happy,Medium
14,26,15,18.33333333,Relaxed,Low
76,91,7,58.0,Fear,Medium
5,49,19,24.33333333,Relaxed,Low
92,33,2,42.33333333,Drunker,Medium
96,40,9,48.33333333,Happy,Medium
15,43,21,26.33333333,Relaxed,Low
88,79,4,57.0,Fear,Medium
30,46,21,32.33333333,Concentrated,Medium
30,71,10,37.0,Concentrated,Medium
61,57,19,45.66666667,Happy,Medium
3,10,3,5.333333333,Drunker,Low
95,22,2,39.66666667,Concentrated,Medium
13,11,14,12.66666667,Sad,Low
38,57,19,38.0,Concentrated,Medium
71,75,18,54.66666667,Happy,Medium
64,86,1,50.33333333,Happy,Medium
8,86,9,34.33333333,Concentrated,Medium
1,86,15,34.0,Concentrated,Medium
34,6,2,14.0,Sad,Low
55,49,20,41.33333333,Concentrated,Medium
38,53,2,31.0,Concentrated,Medium
18,75,11,34.66666667,Concentrated,Medium
44,98,11,51.0,Happy,Medium
56,65,14,45.0,Happy,Medium
67,28,17,37.33333333,Concentrated,Medium
92,65,15,57.33333333,Fear,Medium
26,78,21,41.66666667,Concentrated,Medium
14,18,2,11.33333333,Sad,Low
8,19,20,15.66666667,Relaxed,Low
32,80,12,41.33333333,Concentrated,Medium
31,92,14,45.66666667,Happy,Medium
51,63,21,45.0,Happy,Medium
2,62,8,24.0,Relaxed,Low
74,85,12,57.0,Fear,Medium
5,10,19,11.33333333,Sad,Low
98,52,6,52.0,Happy,Medium
99,92,20,70.33333333,Drunker,High
99,23,2,41.33333333,Concentrated,Medium
49,49,14,37.33333333,Concentrated,Medium
85,89,19,64.33333333,Fear,High
99,81,1,60.33333333,Fear,High
55,98,12,55.0,Happy,Medium
52,72,11,45.0,Happy,Medium
68,8,9,28.33333333,Drunker,Low
4,72,19,31.66666667,Concentrated,Medium
12,30,2,14.66666667,Drunker,Low
90,20,5,38.33333333,Concentrated,Medium
100,59,12,57.0,Fear,Medium
78,38,8,41.33333333,Concentrated,Medium
55,100,14,56.33333333,Drunker,Medium
79,72,7,52.66666667,Happy,Medium
39,19,20,26.0,Relaxed,Low
58,13,10,27.0,Relaxed,Low
100,2,16,39.33333333,Concentrated,Medium
18,60,2,26.66666667,Relaxed,Low
61,65,1,42.33333333,Drunker,Medium
79,92,12,61.0,Fear,High
65,83,8,52.0,Happy,Medium
73,84,9,55.33333333,Happy,Medium
60,39,19,39.33333333,Concentrated,Medium
22,8,20,16.66666667,Relaxed,Low
94,5,13,37.33333333,Concentrated,Medium
42,43,18,34.33333333,Concentrated,Medium
25,73,7,35.0,Concentrated,Medium
19,39,7,21.66666667,Relaxed,Low
78,25,3,35.33333333,Concentrated,Medium
74,68,9,50.33333333,Happy,Medium
85,10,10,35.0,Concentrated,Medium
21,47,11,26.33333333,Relaxed,Low
61,29,9,33.0,Concentrated,Medium
68,58,5,43.66666667,Happy,Medium
71,36,8,38.33333333,Concentrated,Medium
4,7,10,7.0,Sad,Low
54,62,15,43.66666667,Happy,Medium
78,68,21,55.66666667,Happy,Medium
22,60,5,29.0,Concentrated,Low
6,98,18,40.66666667,Concentrated,Medium
58,35,14,35.66666667,Concentrated,Medium
29,13,7,16.33333333,Relaxed,Low
93,41,20,51.33333333,Happy,Medium
76,89,16,60.33333333,Fear,High
18,87,16,40.33333333,Concentrated,Medium
49,78,6,44.33333333,Happy,Medium
24,86,20,43.33333333,Happy,Medium
49,61,5,38.33333333,Concentrated,Medium
65,10,4,26.33333333,Relaxed,Low
51,80,2,44.33333333,Happy,Medium
95,23,7,41.66666667,Concentrated,Medium
52,7,18,25.66666667,Relaxed,Low
87,35,19,47.0,Happy,Medium
20,34,17,23.66666667,Relaxed,Low
90,98,14,67.33333333,Fear,High
72,100,17,63.0,Fear,High
85,57,20,54.0,Happy,Medium
61,10,19,30.0,Concentrated,Medium
61,70,8,46.33333333,Happy,Medium
13,15,11,13.0,Sad,Low
90,2,13,35.0,Concentrated,Medium
50,6,2,19.33333333,Relaxed,Low
64,3,19,28.66666667,Drunker,Low
6,91,4,33.66666667,Concentrated,Medium
47,30,11,29.33333333,Concentrated,Low
43,37,15,31.66666667,Concentrated,Medium
47,97,1,48.33333333,Happy,Medium
69,80,4,51.0,Happy,Medium
80,2,2,28.0,Relaxed,Low
46,54,21,40.33333333,Concentrated,Medium
58,45,5,36.0,Concentrated,Medium
94,44,8,48.66666667,Happy,Medium
97,62,21,60.0,Fear,High
53,21,12,28.66666667,Drunker,Low
99,22,15,45.33333333,Happy,Medium
72,94,16,60.66666667,Fear,High
73,53,15,47.0,Happy,Medium
16,78,12,35.33333333,Concentrated,Medium
95,13,12,40.0,Concentrated,Medium
25,34,17,25.33333333,Relaxed,Low
3,1,21,8.333333333,Sad,Low
9,98,13,40.0,Concentrated,Medium
33,16,11,20.0,Relaxed,Low
10,27,2,13.0,Sad,Low
43,15,9,22.33333333,Relaxed,Low
44,70,13,42.33333333,Drunker,Medium
85,81,21,62.33333333,Fear,High
83,39,18,46.66666667,Happy,Medium
66,87,19,57.33333333,Fear,Medium
7,37,1,15.0,Relaxed,Low
82,23,7,37.33333333,Concentrated,Medium
46,91,9,48.66666667,Happy,Medium
25,75,4,34.66666667,Concentrated,Medium
49,64,18,43.66666667,Happy,Medium
75,49,16,46.66666667,Happy,Medium
80,87,10,59.0,Fear,Medium
28,81,9,39.33333333,Concentrated,Medium
6,13,9,9.333333333,Sad,Low
43,45,16,34.66666667,Concentrated,Medium
28,70,16,38.0,Concentrated,Medium
97,41,11,49.66666667,Happy,Medium
77,98,12,62.33333333,Fear,High
2,80,5,29.0,Concentrated,Low
36,82,19,45.66666667,Happy,Medium
34,21,20,25.0,Relaxed,Low
42,67,18,42.33333333,Drunker,Medium
34,27,6,22.33333333,Relaxed,Low
93,54,9,52.0,Happy,Medium
57,98,20,58.33333333,Fear,Medium
93,84,3,60.0,Fear,High
58,46,5,36.33333333,Concentrated,Medium
77,1,10,29.33333333,Concentrated,Low
83,75,17,58.33333333,Fear,Medium
56,26,1,27.66666667,Relaxed,Low
19,47,1,22.33333333,Relaxed,Low
1,71,1,24.33333333,Relaxed,Low
12,28,11,17.0,Relaxed,Low
91,27,7,41.66666667,Concentrated,Medium
32,99,16,49.0,Happy,Medium
32,97,14,47.66666667,Happy,Medium
52,74,2,42.66666667,Drunker,Medium
69,96,19,61.33333333,Fear,High
68,67,15,50.0,Happy,Medium
1,56,18,25.0,Relaxed,Low
72,78,7,52.33333333,Happy,Medium
36,89,7,44.0,Happy,Medium
38,29,14,27.0,Relaxed,Low
70,39,3,37.33333333,Concentrated,Medium
96,4,1,33.66666667,Concentrated,Medium
46,94,3,47.66666667,Happy,Medium
13,87,17,39.0,Concentrated,Medium
94,50,19,54.33333333,Happy,Medium
72,6,9,29.0,Concentrated,Low
47,23,9,26.33333333,Relaxed,Low
80,38,15,44.33333333,Happy,Medium
78,61,16,51.66666667,Happy,Medium
79,19,1,33.0,Concentrated,Medium
16,31,6,17.66666667,Relaxed,Low
42,90,17,49.66666667,Happy,Medium
24,36,12,24.0,Relaxed,Low
67,46,18,43.66666667,Happy,Medium
52,20,20,30.66666667,Concentrated,Medium
27,59,5,30.33333333,Concentrated,Medium
14,5,19,12.66666667,Sad,Low
58,89,11,52.66666667,Happy,Medium
30,74,6,36.66666667,Concentrated,Medium
46,11,3,20.0,Relaxed,Low
78,19,8,35.0,Concentrated,Medium
29,75,9,37.66666667,Concentrated,Medium
3,76,1,26.66666667,Relaxed,Low
17,8,11,12.0,Sad,Low
59,20,1,26.66666667,Relaxed,Low
58,23,14,31.66666667,Concentrated,Medium
2,94,8,34.66666667,Concentrated,Medium
5,28,11,14.66666667,Drunker,Low
43,4,3,16.66666667,Relaxed,Low
2,22,14,12.66666667,Sad,Low
70,66,12,49.33333333,Happy,Medium
13,22,19,18.0,Relaxed,Low
62,32,19,37.66666667,Concentrated,Medium
28,70,15,37.66666667,Concentrated,Medium
95,44,8,49.0,Happy,Medium
55,91,21,55.66666667,Happy,Medium
69,86,4,53.0,Happy,Medium
82,64,18,54.66666667,Happy,Medium
90,51,2,47.66666667,Happy,Medium
100,47,6,51.0,Happy,Medium
62,91,20,57.66666667,Fear,Medium
18,20,7,15.0,Relaxed,Low
98,93,4,65.0,Fear,High
85,64,21,56.66666667,Drunker,Medium
27,92,3,40.66666667,Concentrated,Medium
43,80,21,48.0,Happy,Medium
34,58,11,34.33333333,Concentrated,Medium
91,80,18,63.0,Fear,High
40,59,7,35.33333333,Concentrated,Medium
55,13,6,24.66666667,Relaxed,Low
15,89,8,37.33333333,Concentrated,Medium
9,59,14,27.33333333,Relaxed,Low
55,47,19,40.33333333,Concentrated,Medium
35,34,6,25.0,Relaxed,Low
4,28,5,12.33333333,Sad,Low
45,65,13,41.0,Concentrated,Medium
50,27,8,28.33333333,Drunker,Low
77,50,4,43.66666667,Happy,Medium
73,26,18,39.0,Concentrated,Medium
69,86,16,57.0,Fear,Medium
57,89,13,53.0,Happy,Medium
74,11,13,32.66666667,Concentrated,Medium
54,88,20,54.0,Happy,Medium
88,12,15,38.33333333,Concentrated,Medium
52,2,14,22.66666667,Relaxed,Low
95,73,17,61.66666667,Fear,High
70,33,5,36.0,Concentrated,Medium
18,8,21,15.66666667,Relaxed,Low
40,95,12,49.0,Happy,Medium
52,39,18,36.33333333,Concentrated,Medium
29,66,5,33.33333333,Concentrated,Medium
100,13,7,40.0,Concentrated,Medium
41,64,4,36.33333333,Concentrated,Medium
49,25,18,30.66666667,Concentrated,Medium
64,87,4,51.66666667,Happy,Medium
17,30,20,22.33333333,Relaxed,Low
63,4,18,28.33333333,Drunker,Low
86,45,14,48.33333333,Happy,Medium
26,42,20,29.33333333,Concentrated,Low
63,81,14,52.66666667,Happy,Medium
41,17,14,24.0,Relaxed,Low
63,16,2,27.0,Relaxed,Low
94,7,9,36.66666667,Concentrated,Medium
47,3,8,19.33333333,Relaxed,Low
48,69,18,45.0,Happy,Medium
14,52,10,25.33333333,Relaxed,Low
33,82,7,40.66666667,Concentrated,Medium
55,31,8,31.33333333,Concentrated,Medium
67,46,6,39.66666667,Concentrated,Medium
18,75,21,38.0,Concentrated,Medium
91,85,9,61.66666667,Fear,High
24,46,10,26.66666667,Relaxed,Low
33,90,10,44.33333333,Happy,Medium
96,3,4,34.33333333,Concentrated,Medium
36,30,1,22.33333333,Relaxed,Low
8,100,12,40.0,Concentrated,Medium
64,56,10,43.33333333,Happy,Medium
93,7,12,37.33333333,Concentrated,Medium
50,26,18,31.33333333,Concentrated,Medium
26,68,5,33.0,Concentrated,Medium
18,98,4,40.0,Concentrated,Medium
21,44,15,26.66666667,Relaxed,Low
57,20,6,27.66666667,Relaxed,Low
95,19,5,39.66666667,Concentrated,Medium
79,7,18,34.66666667,Concentrated,Medium
43,94,8,48.33333333,Happy,Medium
89,40,12,47.0,Happy,Medium
59,1,18,26.0,Relaxed,Low
10,93,19,40.66666667,Concentrated,Medium
6,59,15,26.66666667,Relaxed,Low
62,48,8,39.33333333,Concentrated,Medium
19,93,19,43.66666667,Happy,Medium
29,28,17,24.66666667,Relaxed,Low
12,46,5,21.0,Relaxed,Low
77,71,5,51.0,Happy,Medium
52,93,3,49.33333333,Happy,Medium
66,8,6,26.66666667,Relaxed,Low
81,66,7,51.33333333,Happy,Medium
9,97,2,36.0,Concentrated,Medium
19,48,20,29.0,Concentrated,Low
5,73,1,26.33333333,Relaxed,Low
65,1,7,24.33333333,Relaxed,Low
89,27,1,39.0,Concentrated,Medium
96,38,2,45.33333333,Happy,Medium
6,48,5,19.66666667,Relaxed,Low
11,22,15,16.0,Relaxed,Low
98,89,6,64.33333333,Fear,High
7,68,7,27.33333333,Relaxed,Low
78,25,21,41.33333333,Concentrated,Medium
91,51,19,53.66666667,Happy,Medium
55,9,20,28.0,Relaxed,Low
9,83,3,31.66666667,Concentrated,Medium
19,51,20,30.0,Concentrated,Medium
1,48,5,18.0,Relaxed,Low
77,91,6,58.0,Fear,Medium
69,26,21,38.66666667,Concentrated,Medium
66,3,11,26.66666667,Relaxed,Low
14,35,5,18.0,Relaxed,Low
81,54,13,49.33333333,Happy,Medium
20,11,19,16.66666667,Relaxed,Low
84,40,11,45.0,Happy,Medium
25,19,21,21.66666667,Relaxed,Low
16,40,9,21.66666667,Relaxed,Low
21,79,18,39.33333333,Concentrated,Medium
96,27,16,46.33333333,Happy,Medium
6,12,6,8.0,Sad,Low
57,52,15,41.33333333,Concentrated,Medium
70,92,17,59.66666667,Fear,Medium
58,16,18,30.66666667,Concentrated,Medium
8,26,1,11.66666667,Sad,Low
36,39,15,30.0,Concentrated,Medium
58,74,9,47.0,Happy,Medium
17,78,21,38.66666667,Concentrated,Medium
97,52,4,51.0,Happy,Medium
4,57,2,21.0,Relaxed,Low
81,86,2,56.33333333,Drunker,Medium
59,29,13,33.66666667,Concentrated,Medium
32,36,12,26.66666667,Relaxed,Low
34,96,11,47.0,Happy,Medium
99,75,11,61.66666667,Fear,High
16,80,2,32.66666667,Concentrated,Medium
68,78,13,53.0,Happy,Medium
51,13,14,26.0,Relaxed,Low
3,66,9,26.0,Relaxed,Low
12,9,17,12.66666667,Sad,Low
44,9,9,20.66666667,Relaxed,Low
69,31,13,37.66666667,Concentrated,Medium
9,7,19,11.66666667,Sad,Low
45,38,9,30.66666667,Concentrated,Medium
9,49,10,22.66666667,Relaxed,Low
64,71,2,45.66666667,Happy,Medium
2,2,13,5.666666667,Drunker,Low
91,49,7,49.0,Happy,Medium
7,57,1,21.66666667,Relaxed,Low
72,32,5,36.33333333,Concentrated,Medium
64,67,14,48.33333333,Happy,Medium
67,42,15,41.33333333,Concentrated,Medium
92,99,21,70.66666667,Drunker,High
38,12,20,23.33333333,Relaxed,Low
34,50,19,34.33333333,Concentrated,Medium
1,60,5,22.0,Relaxed,Low
70,97,15,60.66666667,Fear,High
8,86,4,32.66666667,Concentrated,Medium
59,40,18,39.0,Concentrated,Medium
3,99,11,37.66666667,Concentrated,Medium
13,67,8,29.33333333,Concentrated,Low
51,69,12,44.0,Happy,Medium
62,97,10,56.33333333,Drunker,Medium
10,38,8,18.66666667,Relaxed,Low
3,5,3,3.666666667,Drunker,Low
5,100,2,35.66666667,Concentrated,Medium
3,5,16,8.0,Sad,Low
8,11,13,10.66666667,Sad,Low
77,68,18,54.33333333,Happy,Medium
75,96,19,63.33333333,Fear,High
71,29,8,36.0,Concentrated,Medium
18,97,18,44.33333333,Happy,Medium
77,86,19,60.66666667,Fear,High
65,48,7,40.0,Concentrated,Medium
26,28,1,18.33333333,Relaxed,Low
70,2,13,28.33333333,Drunker,Low
29,45,19,31.0,Concentrated,Medium
27,16,21,21.33333333,Relaxed,Low
58,61,17,45.33333333,Happy,Medium
75,94,11,60.0,Fear,High
97,57,13,55.66666667,Happy,Medium
24,42,11,25.66666667,Relaxed,Low
87,51,7,48.33333333,Happy,Medium
41,4,19,21.33333333,Relaxed,Low
75,69,8,50.66666667,Happy,Medium
11,96,5,37.33333333,Concentrated,Medium
56,85,1,47.33333333,Happy,Medium
29,94,17,46.66666667,Happy,Medium
37,3,9,16.33333333,Relaxed,Low
54,47,16,39.0,Concentrated,Medium
88,51,10,49.66666667,Happy,Medium
14,61,11,28.66666667,Drunker,Low
100,99,6,68.33333333,Fear,High
71,79,13,54.33333333,Happy,Medium
94,73,3,56.66666667,Drunker,Medium
75,83,20,59.33333333,Fear,Medium
5,98,13,38.66666667,Concentrated,Medium
42,82,7,43.66666667,Happy,Medium
35,8,21,21.33333333,Relaxed,Low
86,84,12,60.66666667,Fear,High
96,19,8,41.0,Concentrated,Medium
55,18,4,25.66666667,Relaxed,Low
56,57,21,44.66666667,Happy,Medium
98,87,18,67.66666667,Fear,High
65,3,19,29.0,Concentrated,Low
24,67,12,34.33333333,Concentrated,Medium
4,42,4,16.66666667,Relaxed,Low
98,63,15,58.66666667,Fear,Medium
99,38,13,50.0,Happy,Medium
63,19,1,27.66666667,Relaxed,Low
97,86,16,66.33333333,Fear,High
49,43,6,32.66666667,Concentrated,Medium
41,52,17,36.66666667,Concentrated,Medium
62,53,14,43.0,Happy,Medium
