Attention,Meditation,Eye Blink,Average,Emotion
77,92,10,59.66666667,Fear
83,70,19,57.33333333,Fear
8,91,7,35.33333333,Concentrated
53,13,12,26,Relaxed
70,91,13,58,Fear
87,25,9,40.33333333,Concentrated
94,14,8,38.66666667,Concentrated
41,48,4,31,Concentrated
42,38,17,32.33333333,Concentrated
4,58,13,25,Relaxed
24,33,8,21.66666667,Relaxed
69,81,1,50.33333333,Happy
38,53,14,35,Concentrated
46,57,5,36,Concentrated
39,83,19,47,Happy
6,8,12,8.666666667,Sad
36,68,10,38,Concentrated
38,6,1,15,Relaxed
91,47,8,48.66666667,Happy
82,44,13,46.33333333,Happy
41,33,16,30,Concentrated
37,58,9,34.66666667,Concentrated
18,49,14,27,Relaxed
45,65,13,41,Concentrated
24,83,11,39.33333333,Concentrated
26,37,4,22.33333333,Relaxed
65,65,11,47,Happy
85,14,12,37,Concentrated
37,15,17,23,Relaxed
95,67,2,54.66666667,Happy
33,49,21,34.33333333,Concentrated
83,89,20,64,Fear
11,20,9,13.33333333,Sad
51,68,19,46,Happy
89,43,19,50.33333333,Happy
86,26,9,40.33333333,Concentrated
95,61,19,58.33333333,Fear
97,48,14,53,Happy
69,37,21,42.33333333,Drunker
29,88,7,41.33333333,Concentrated
43,26,11,26.66666667,Relaxed
40,47,12,33,Concentrated
51,100,13,54.66666667,Happy
41,22,18,27,Relaxed
39,45,21,35,Concentrated
9,69,21,33,Concentrated
44,32,10,28.66666667,Drunker
97,57,5,53,Happy
12,72,17,33.66666667,Concentrated
49,31,3,27.66666667,Relaxed
60,77,17,51.33333333,Happy
85,96,19,66.66666667,Fear
80,32,20,44,Happy
50,40,11,33.66666667,Concentrated
55,32,18,35,Concentrated
66,8,19,31,Concentrated
96,72,20,62.66666667,Fear
29,64,9,34,Concentrated
6,33,9,16,Relaxed
63,76,11,50,Happy
11,49,15,25,Relaxed
81,91,7,59.66666667,Fear
78,44,2,41.33333333,Concentrated
24,95,10,43,Happy
45,75,3,41,Concentrated
11,22,17,16.66666667,Relaxed
67,38,20,41.66666667,Concentrated
85,15,11,37,Concentrated
42,45,11,32.66666667,Concentrated
12,43,19,24.66666667,Relaxed
96,25,12,44.33333333,Happy
36,96,17,49.66666667,Happy
61,53,18,44,Happy
1,9,8,6,Sad
89,32,15,45.33333333,Happy
16,2,10,9.333333333,Sad
17,48,8,24.33333333,Relaxed
96,46,2,48,Happy
33,94,21,49.33333333,Happy
19,67,6,30.66666667,Concentrated
33,37,11,27,Relaxed
42,90,7,46.33333333,Happy
77,72,10,53,Happy
14,68,13,31.66666667,Concentrated
93,90,6,63,Fear
52,52,19,41,Concentrated
91,26,19,45.33333333,Happy
62,5,13,26.66666667,Relaxed
54,68,5,42.33333333,Drunker
67,42,10,39.66666667,Concentrated
21,63,9,31,Concentrated
12,24,17,17.66666667,Relaxed
53,4,3,20,Relaxed
36,52,9,32.33333333,Concentrated
26,48,10,28,Relaxed
19,5,2,8.666666667,Sad
35,69,18,40.66666667,Concentrated
41,97,10,49.33333333,Happy
88,54,1,47.66666667,Happy
34,52,5,30.33333333,Concentrated
60,91,14,55,Happy
90,55,10,51.66666667,Happy
100,6,13,39.66666667,Concentrated
29,44,9,27.33333333,Relaxed
57,33,20,36.66666667,Concentrated
76,12,8,32,Concentrated
73,97,16,62,Fear
14,23,6,14.33333333,Drunker
94,3,2,33,Concentrated
76,41,6,41,Concentrated
48,90,5,47.66666667,Happy
72,13,14,33,Concentrated
19,80,16,38.33333333,Concentrated
60,9,12,27,Relaxed
90,8,1,33,Concentrated
18,59,2,26.33333333,Relaxed
31,32,15,26,Relaxed
79,82,19,60,Fear
3,60,2,21.66666667,Relaxed
77,20,7,34.66666667,Concentrated
74,92,13,59.66666667,Fear
77,69,11,52.33333333,Happy
86,33,14,44.33333333,Happy
96,79,7,60.66666667,Fear
19,30,14,21,Relaxed
91,7,17,38.33333333,Concentrated
37,49,9,31.66666667,Concentrated
96,38,19,51,Happy
30,78,2,36.66666667,Concentrated
80,34,3,39,Concentrated
54,30,14,32.66666667,Concentrated
100,53,3,52,Happy
5,64,12,27,Relaxed
88,33,20,47,Happy
47,36,1,28,Relaxed
62,18,17,32.33333333,Concentrated
42,94,8,48,Happy
13,80,7,33.33333333,Concentrated
94,7,19,40,Concentrated
3,44,20,22.33333333,Relaxed
80,45,10,45,Happy
93,13,12,39.33333333,Concentrated
14,43,18,25,Relaxed
47,73,4,41.33333333,Concentrated
79,78,15,57.33333333,Fear
1,80,17,32.66666667,Concentrated
91,26,18,45,Happy
58,70,5,44.33333333,Happy
70,10,1,27,Relaxed
60,87,16,54.33333333,Happy
25,39,21,28.33333333,Drunker
81,23,18,40.66666667,Concentrated
41,20,2,21,Relaxed
54,25,20,33,Concentrated
50,19,8,25.66666667,Relaxed
91,9,19,39.66666667,Concentrated
64,25,21,36.66666667,Concentrated
60,79,7,48.66666667,Happy
74,45,13,44,Happy
6,76,15,32.33333333,Concentrated
13,58,14,28.33333333,Drunker
4,8,3,5,Drunker
46,95,12,51,Happy
61,51,17,43,Happy
42,40,15,32.33333333,Concentrated
87,64,4,51.66666667,Happy
44,68,20,44,Happy
57,80,5,47.33333333,Happy
52,4,7,21,Relaxed
78,88,4,56.66666667,Drunker
90,77,4,57,Fear
63,24,11,32.66666667,Concentrated
16,5,7,9.333333333,Sad
33,54,8,31.66666667,Concentrated
51,15,8,24.66666667,Relaxed
31,90,17,46,Happy
13,48,7,22.66666667,Relaxed
22,27,20,23,Relaxed
93,36,7,45.33333333,Happy
24,77,17,39.33333333,Concentrated
34,4,7,15,Relaxed
29,89,12,43.33333333,Happy
2,35,10,15.66666667,Relaxed
6,20,11,12.33333333,Sad
2,25,9,12,Sad
57,4,6,22.33333333,Relaxed
5,30,18,17.66666667,Relaxed
55,17,6,26,Relaxed
83,24,21,42.66666667,Drunker
59,97,20,58.66666667,Fear
32,87,17,45.33333333,Happy
47,60,21,42.66666667,Drunker
25,47,2,24.66666667,Relaxed
79,24,14,39,Concentrated
18,43,12,24.33333333,Relaxed
25,72,11,36,Concentrated
63,86,5,51.33333333,Happy
77,82,3,54,Happy
17,7,20,14.66666667,Drunker
55,30,17,34,Concentrated
29,11,1,13.66666667,Sad
19,81,12,37.33333333,Concentrated
47,28,5,26.66666667,Relaxed
59,90,6,51.66666667,Happy
82,54,10,48.66666667,Happy
25,100,6,43.66666667,Happy
35,92,6,44.33333333,Happy
26,4,6,12,Sad
86,51,5,47.33333333,Happy
93,42,17,50.66666667,Happy
48,96,9,51,Happy
44,18,2,21.33333333,Relaxed
75,74,18,55.66666667,Happy
49,59,11,39.66666667,Concentrated
32,90,5,42.33333333,Drunker
13,66,5,28,Relaxed
86,98,11,65,Fear
74,87,1,54,Happy
32,71,5,36,Concentrated
14,77,17,36,Concentrated
13,78,8,33,Concentrated
88,80,19,62.33333333,Fear
17,58,21,32,Concentrated
82,66,17,55,Happy
13,73,14,33.33333333,Concentrated
39,14,4,19,Relaxed
81,70,1,50.66666667,Happy
5,96,11,37.33333333,Concentrated
92,2,11,35,Concentrated
67,76,4,49,Happy
48,71,17,45.33333333,Happy
8,92,17,39,Concentrated
77,65,20,54,Happy
10,64,6,26.66666667,Relaxed
6,13,11,10,Sad
60,89,19,56,Happy
36,22,2,20,Relaxed
59,59,4,40.66666667,Concentrated
86,48,14,49.33333333,Happy
92,44,8,48,Happy
71,37,4,37.33333333,Concentrated
16,99,11,42,Concentrated
58,32,5,31.66666667,Concentrated
99,68,14,60.33333333,Fear
6,24,12,14,Sad
49,7,5,20.33333333,Relaxed
91,75,5,57,Fear
33,8,8,16.33333333,Relaxed
78,53,12,47.66666667,Happy
86,33,14,44.33333333,Happy
15,52,12,26.33333333,Relaxed
8,42,8,19.33333333,Relaxed
56,95,8,53,Happy
28,50,5,27.66666667,Relaxed
99,36,1,45.33333333,Happy
55,33,12,33.33333333,Concentrated
11,44,1,18.66666667,Relaxed
54,85,11,50,Happy
77,52,19,49.33333333,Happy
52,60,20,44,Happy
14,19,14,15.66666667,Relaxed
77,74,10,53.66666667,Happy
22,46,7,25,Relaxed
78,51,3,44,Happy
9,76,11,32,Concentrated
29,12,9,16.66666667,Relaxed
39,89,15,47.66666667,Happy
72,92,2,55.33333333,Happy
25,56,17,32.66666667,Concentrated
6,2,18,8.666666667,Sad
43,74,7,41.33333333,Concentrated
3,42,4,16.33333333,Relaxed
18,39,8,21.66666667,Relaxed
26,34,10,23.33333333,Relaxed
64,93,9,55.33333333,Happy
92,78,5,58.33333333,Fear
5,72,13,30,Concentrated
90,75,19,61.33333333,Fear
67,29,2,32.66666667,Concentrated
81,59,2,47.33333333,Happy
94,1,4,33,Concentrated
41,85,18,48,Happy
68,35,7,36.66666667,Concentrated
75,98,4,59,Fear
18,93,4,38.33333333,Concentrated
66,47,17,43.33333333,Happy
95,71,5,57,Fear
87,4,11,34,Concentrated
13,63,17,31,Concentrated
71,81,9,53.66666667,Happy
76,68,5,49.66666667,Happy
81,8,19,36,Concentrated
11,63,14,29.33333333,Concentrated
80,43,11,44.66666667,Happy
35,47,21,34.33333333,Concentrated
32,3,13,16,Relaxed
70,67,19,52,Happy
4,72,6,27.33333333,Relaxed
67,11,11,29.66666667,Concentrated
21,53,14,29.33333333,Concentrated
52,81,19,50.66666667,Happy
68,85,1,51.33333333,Happy
6,21,4,10.33333333,Sad
31,99,21,50.33333333,Happy
30,59,19,36,Concentrated
21,82,19,40.66666667,Concentrated
1,14,13,9.333333333,Sad
14,33,5,17.33333333,Relaxed
55,31,13,33,Concentrated
45,23,16,28,Relaxed
33,10,15,19.33333333,Relaxed
11,11,2,8,Sad
94,49,5,49.33333333,Happy
94,67,7,56,Happy
43,55,21,39.66666667,Concentrated
71,78,8,52.33333333,Happy
5,86,16,35.66666667,Concentrated
47,61,20,42.66666667,Drunker
9,35,13,19,Relaxed
10,90,8,36,Concentrated
69,40,14,41,Concentrated
45,95,6,48.66666667,Happy
2,67,8,25.66666667,Relaxed
86,81,13,60,Fear
14,11,21,15.33333333,Relaxed
10,82,3,31.66666667,Concentrated
70,24,3,32.33333333,Concentrated
77,61,9,49,Happy
2,27,14,14.33333333,Drunker
42,25,19,28.66666667,Drunker
100,33,14,49,Happy
26,17,14,19,Relaxed
44,4,12,20,Relaxed
59,90,11,53.33333333,Happy
15,63,15,31,Concentrated
39,87,4,43.33333333,Happy
83,1,20,34.66666667,Concentrated
88,74,6,56,Happy
100,89,13,67.33333333,Fear
11,31,8,16.66666667,Relaxed
56,64,7,42.33333333,Drunker
1,69,8,26,Relaxed
47,69,11,42.33333333,Drunker
5,2,20,9,Sad
55,27,12,31.33333333,Concentrated
72,48,6,42,Concentrated
61,86,5,50.66666667,Happy
90,94,1,61.66666667,Fear
70,33,4,35.66666667,Concentrated
73,74,21,56,Happy
53,100,17,56.66666667,Drunker
3,48,1,17.33333333,Relaxed
79,80,14,57.66666667,Fear
59,53,4,38.66666667,Concentrated
54,49,11,38,Concentrated
51,31,4,28.66666667,Drunker
82,91,20,64.33333333,Fear
41,70,5,38.66666667,Concentrated
8,41,1,16.66666667,Relaxed
78,74,12,54.66666667,Happy
63,5,6,24.66666667,Relaxed
24,67,5,32,Concentrated
49,44,3,32,Concentrated
18,32,5,18.33333333,Relaxed
8,58,13,26.33333333,Relaxed
88,60,15,54.33333333,Happy
10,57,16,27.66666667,Relaxed
68,12,11,30.33333333,Concentrated
5,2,15,7.333333333,Sad
74,6,5,28.33333333,Drunker
39,49,4,30.66666667,Concentrated
42,50,10,34,Concentrated
1,39,13,17.66666667,Relaxed
53,24,12,29.66666667,Concentrated
76,52,9,45.66666667,Happy
6,64,17,29,Concentrated
81,35,20,45.33333333,Happy
76,4,11,30.33333333,Concentrated
75,26,1,34,Concentrated
40,14,10,21.33333333,Relaxed
30,63,15,36,Concentrated
56,1,3,20,Relaxed
95,38,6,46.33333333,Happy
69,29,11,36.33333333,Concentrated
4,18,13,11.66666667,Sad
35,54,14,34.33333333,Concentrated
87,24,21,44,Happy
1,12,16,9.666666667,Sad
42,60,14,38.66666667,Concentrated
50,58,3,37,Concentrated
8,39,10,19,Relaxed
64,40,18,40.66666667,Concentrated
63,54,3,40,Concentrated
88,90,3,60.33333333,Fear
1,26,14,13.66666667,Sad
15,49,20,28,Relaxed
56,57,9,40.66666667,Concentrated
30,22,13,21.66666667,Relaxed
86,9,15,36.66666667,Concentrated
43,36,3,27.33333333,Relaxed
63,39,5,35.66666667,Concentrated
48,92,21,53.66666667,Happy
92,35,8,45,Happy
82,93,15,63.33333333,Fear
79,93,16,62.66666667,Fear
74,2,5,27,Relaxed
62,5,1,22.66666667,Relaxed
28,7,1,12,Sad
100,90,13,67.66666667,Fear
49,82,2,44.33333333,Happy
37,47,15,33,Concentrated
42,76,3,40.33333333,Concentrated
85,97,5,62.33333333,Fear
63,76,1,46.66666667,Happy
90,31,19,46.66666667,Happy
58,46,14,39.33333333,Concentrated
32,68,9,36.33333333,Concentrated
80,27,5,37.33333333,Concentrated
15,71,8,31.33333333,Concentrated
62,3,17,27.33333333,Relaxed
96,53,7,52,Happy
68,59,6,44.33333333,Happy
15,92,10,39,Concentrated
87,21,14,40.66666667,Concentrated
23,1,10,11.33333333,Sad
76,72,7,51.66666667,Happy
84,6,13,34.33333333,Concentrated
41,64,20,41.66666667,Concentrated
31,96,18,48.33333333,Happy
93,41,1,45,Happy
51,72,16,46.33333333,Happy
85,8,8,33.66666667,Concentrated
73,17,3,31,Concentrated
52,10,18,26.66666667,Relaxed
42,39,13,31.33333333,Concentrated
11,75,16,34,Concentrated
26,56,10,30.66666667,Concentrated
56,55,3,38,Concentrated
28,80,7,38.33333333,Concentrated
69,64,8,47,Happy
4,64,12,26.66666667,Relaxed
3,73,16,30.66666667,Concentrated
84,74,1,53,Happy
97,74,14,61.66666667,Fear
65,61,10,45.33333333,Happy
92,21,16,43,Happy
7,99,6,37.33333333,Concentrated
50,21,9,26.66666667,Relaxed
73,90,6,56.33333333,Drunker
26,65,5,32,Concentrated
97,98,12,69,Fear
28,35,16,26.33333333,Relaxed
38,34,13,28.33333333,Drunker
73,86,15,58,Fear
30,36,4,23.33333333,Relaxed
94,83,18,65,Fear
68,47,13,42.66666667,Drunker
48,77,1,42,Concentrated
7,63,4,24.66666667,Relaxed
66,95,19,60,Fear
92,63,21,58.66666667,Fear
100,82,8,63.33333333,Fear
83,19,9,37,Concentrated
9,54,4,22.33333333,Relaxed
43,34,13,30,Concentrated
10,15,8,11,Sad
4,11,3,6,Sad
55,56,18,43,Happy
16,49,2,22.33333333,Relaxed
74,58,8,46.66666667,Happy
15,20,14,16.33333333,Relaxed
68,15,21,34.66666667,Concentrated
55,25,8,29.33333333,Concentrated
8,84,12,34.66666667,Concentrated
7,43,15,21.66666667,Relaxed
27,78,17,40.66666667,Concentrated
9,53,16,26,Relaxed
38,45,14,32.33333333,Concentrated
84,98,1,61,Fear
20,20,14,18,Relaxed
75,92,1,56,Happy
2,94,7,34.33333333,Concentrated
40,56,8,34.66666667,Concentrated
13,29,19,20.33333333,Relaxed
41,26,1,22.66666667,Relaxed
18,7,21,15.33333333,Relaxed
10,40,9,19.66666667,Relaxed
70,28,15,37.66666667,Concentrated
18,100,19,45.66666667,Happy
66,8,10,28,Relaxed
25,10,6,13.66666667,Sad
89,97,18,68,Fear
19,89,12,40,Concentrated
33,41,2,25.33333333,Relaxed
83,91,10,61.33333333,Fear
6,44,2,17.33333333,Relaxed
68,3,11,27.33333333,Relaxed
70,76,1,49,Happy
77,73,21,57,Fear
91,6,13,36.66666667,Concentrated
58,34,2,31.33333333,Concentrated
70,27,18,38.33333333,Concentrated
94,75,5,58,Fear
34,22,19,25,Relaxed
65,87,4,52,Happy
28,95,6,43,Happy
10,22,10,14,Sad
59,95,13,55.66666667,Happy
65,27,19,37,Concentrated
21,72,16,36.33333333,Concentrated
54,1,13,22.66666667,Relaxed
99,5,5,36.33333333,Concentrated
48,63,16,42.33333333,Drunker
7,77,18,34,Concentrated
19,64,14,32.33333333,Concentrated
52,5,18,25,Relaxed
39,50,15,34.66666667,Concentrated
4,81,17,34,Concentrated
53,20,3,25.33333333,Relaxed
4,15,11,10,Sad
38,6,16,20,Relaxed
1,33,14,16,Relaxed
91,88,12,63.66666667,Fear
61,63,10,44.66666667,Happy
71,4,13,29.33333333,Concentrated
10,22,5,12.33333333,Sad
35,22,16,24.33333333,Relaxed
60,69,9,46,Happy
18,84,1,34.33333333,Concentrated
84,81,11,58.66666667,Fear
75,77,17,56.33333333,Drunker
54,16,4,24.66666667,Relaxed
60,95,4,53,Happy
78,7,20,35,Concentrated
80,31,7,39.33333333,Concentrated
96,42,14,50.66666667,Happy
80,53,17,50,Happy
25,15,16,18.66666667,Relaxed
22,33,13,22.66666667,Relaxed
98,8,8,38,Concentrated
96,44,14,51.33333333,Happy
9,40,16,21.66666667,Relaxed
97,23,12,44,Happy
93,90,18,67,Fear
26,17,16,19.66666667,Relaxed
25,83,12,40,Concentrated
84,66,14,54.66666667,Happy
2,34,2,12.66666667,Sad
62,77,15,51.33333333,Happy
22,88,11,40.33333333,Concentrated
42,15,6,21,Relaxed
29,88,8,41.66666667,Concentrated
73,27,21,40.33333333,Concentrated
78,75,13,55.33333333,Happy
19,51,9,26.33333333,Relaxed
47,17,5,23,Relaxed
100,29,7,45.33333333,Happy
32,30,4,22,Relaxed
44,89,3,45.33333333,Happy
24,80,21,41.66666667,Concentrated
8,42,21,23.66666667,Relaxed
46,80,7,44.33333333,Happy
52,55,19,42,Concentrated
100,16,20,45.33333333,Happy
19,61,11,30.33333333,Concentrated
40,89,7,45.33333333,Happy
79,24,20,41,Concentrated
12,12,18,14,Sad
62,63,16,47,Happy
79,1,8,29.33333333,Concentrated
88,93,18,66.33333333,Fear
52,14,16,27.33333333,Relaxed
10,84,10,34.66666667,Concentrated
48,24,8,26.66666667,Relaxed
82,20,3,35,Concentrated
89,40,2,43.66666667,Happy
49,16,3,22.66666667,Relaxed
93,33,1,42.33333333,Drunker
28,15,1,14.66666667,Drunker
67,2,16,28.33333333,Drunker
85,10,16,37,Concentrated
8,50,19,25.66666667,Relaxed
29,68,1,32.66666667,Concentrated
50,70,15,45,Happy
79,50,21,50,Happy
41,22,20,27.66666667,Relaxed
76,64,19,53,Happy
55,58,17,43.33333333,Happy
74,82,15,57,Fear
10,95,3,36,Concentrated
29,5,5,13,Sad
100,7,10,39,Concentrated
90,24,2,38.66666667,Concentrated
46,100,15,53.66666667,Happy
4,100,17,40.33333333,Concentrated
64,26,3,31,Concentrated
39,81,5,41.66666667,Concentrated
94,99,18,70.33333333,Drunker
17,41,8,22,Relaxed
83,59,12,51.33333333,Happy
100,68,18,62,Fear
40,9,11,20,Relaxed
71,88,8,55.66666667,Happy
93,95,9,65.66666667,Fear
84,68,21,57.66666667,Fear
14,60,13,29,Concentrated
99,6,17,40.66666667,Concentrated
84,28,11,41,Concentrated
27,57,5,29.66666667,Concentrated
51,43,3,32.33333333,Concentrated
27,40,19,28.66666667,Drunker
6,75,9,30,Concentrated
65,11,14,30,Concentrated
10,20,3,11,Sad
89,38,8,45,Happy
51,84,16,50.33333333,Happy
29,5,20,18,Relaxed
64,100,1,55,Happy
69,33,21,41,Concentrated
55,40,5,33.33333333,Concentrated
12,60,15,29,Concentrated
71,84,18,57.66666667,Fear
27,57,1,28.33333333,Drunker
48,50,11,36.33333333,Concentrated
66,68,18,50.66666667,Happy
39,89,9,45.66666667,Happy
69,25,14,36,Concentrated
32,76,21,43,Happy
35,95,11,47,Happy
54,17,6,25.66666667,Relaxed
98,59,4,53.66666667,Happy
3,14,3,6.666666667,Sad
92,9,4,35,Concentrated
32,59,12,34.33333333,Concentrated
80,83,13,58.66666667,Fear
79,2,3,28,Relaxed
43,63,9,38.33333333,Concentrated
42,82,17,47,Happy
55,27,14,32,Concentrated
18,97,14,43,Happy
32,59,13,34.66666667,Concentrated
22,10,15,15.66666667,Relaxed
85,14,3,34,Concentrated
96,88,10,64.66666667,Fear
27,29,20,25.33333333,Relaxed
9,80,11,33.33333333,Concentrated
64,76,19,53,Happy
81,16,1,32.66666667,Concentrated
69,48,19,45.33333333,Happy
85,38,16,46.33333333,Happy
4,60,20,28,Relaxed
71,73,6,50,Happy
29,58,18,35,Concentrated
83,14,17,38,Concentrated
70,43,8,40.33333333,Concentrated
69,55,5,43,Happy
24,32,5,20.33333333,Relaxed
75,74,17,55.33333333,Happy
56,5,13,24.66666667,Relaxed
96,16,4,38.66666667,Concentrated
20,64,21,35,Concentrated
69,78,3,50,Happy
58,74,18,50,Happy
48,78,3,43,Happy
79,31,4,38,Concentrated
70,78,1,49.66666667,Happy
49,26,19,31.33333333,Concentrated
53,80,8,47,Happy
47,24,15,28.66666667,Drunker
51,12,20,27.66666667,Relaxed
75,37,17,43,Happy
39,43,11,31,Concentrated
46,90,19,51.66666667,Happy
63,93,9,55,Happy
7,22,6,11.66666667,Sad
22,55,17,31.33333333,Concentrated
43,11,13,22.33333333,Relaxed
77,26,7,36.66666667,Concentrated
19,100,17,45.33333333,Happy
16,82,1,33,Concentrated
52,38,18,36,Concentrated
33,86,13,44,Happy
34,68,8,36.66666667,Concentrated
6,26,4,12,Sad
18,28,3,16.33333333,Relaxed
18,7,14,13,Sad
78,52,20,50,Happy
57,14,13,28,Relaxed
17,83,18,39.33333333,Concentrated
56,46,2,34.66666667,Concentrated
63,95,16,58,Fear
68,97,20,61.66666667,Fear
79,97,8,61.33333333,Fear
30,69,15,38,Concentrated
73,4,2,26.33333333,Relaxed
36,45,14,31.66666667,Concentrated
42,89,5,45.33333333,Happy
40,23,14,25.66666667,Relaxed
37,100,10,49,Happy
83,94,9,62,Fear
74,20,2,32,Concentrated
96,11,7,38,Concentrated
77,34,21,44,Happy
73,41,15,43,Happy
95,46,12,51,Happy
46,80,21,49,Happy
57,65,1,41,Concentrated
5,72,19,32,Concentrated
32,3,16,17,Relaxed
80,93,21,64.66666667,Fear
62,8,12,27.33333333,Relaxed
82,50,2,44.66666667,Happy
50,13,10,24.33333333,Relaxed
59,12,14,28.33333333,Drunker
73,45,6,41.33333333,Concentrated
13,78,10,33.66666667,Concentrated
41,71,2,38,Concentrated
9,27,15,17,Relaxed
34,87,2,41,Concentrated
55,2,4,20.33333333,Relaxed
27,43,17,29,Concentrated
73,66,6,48.33333333,Happy
83,97,3,61,Fear
9,82,7,32.66666667,Concentrated
29,44,20,31,Concentrated
52,63,14,43,Happy
61,70,17,49.33333333,Happy
20,15,13,16,Relaxed
47,43,2,30.66666667,Concentrated
37,71,20,42.66666667,Drunker
6,89,19,38,Concentrated
53,90,3,48.66666667,Happy
1,97,14,37.33333333,Concentrated
45,95,7,49,Happy
29,20,16,21.66666667,Relaxed
26,78,5,36.33333333,Concentrated
72,99,10,60.33333333,Fear
22,30,20,24,Relaxed
94,94,11,66.33333333,Fear
32,84,13,43,Happy
34,60,12,35.33333333,Concentrated
89,87,4,60,Fear
74,50,4,42.66666667,Drunker
100,3,14,39,Concentrated
33,81,17,43.66666667,Happy
75,60,12,49,Happy
15,15,5,11.66666667,Sad
62,81,16,53,Happy
24,49,12,28.33333333,Drunker
83,52,3,46,Happy
77,6,12,31.66666667,Concentrated
92,72,16,60,Fear
90,89,19,66,Fear
86,53,17,52,Happy
26,84,10,40,Concentrated
23,90,2,38.33333333,Concentrated
67,97,2,55.33333333,Happy
37,13,10,20,Relaxed
10,86,3,33,Concentrated
67,66,4,45.66666667,Happy
1,68,4,24.33333333,Relaxed
4,21,15,13.33333333,Sad
26,69,2,32.33333333,Concentrated
7,45,19,23.66666667,Relaxed
44,36,6,28.66666667,Drunker
24,18,18,20,Relaxed
23,18,1,14,Sad
28,79,14,40.33333333,Concentrated
87,50,10,49,Happy
23,1,6,10,Sad
7,22,18,15.66666667,Relaxed
28,95,19,47.33333333,Happy
25,36,19,26.66666667,Relaxed
84,37,7,42.66666667,Drunker
11,8,14,11,Sad
64,47,4,38.33333333,Concentrated
54,58,9,40.33333333,Concentrated
13,41,4,19.33333333,Relaxed
56,5,1,20.66666667,Relaxed
6,25,17,16,Relaxed
75,13,18,35.33333333,Concentrated
91,74,18,61,Fear
77,31,8,38.66666667,Concentrated
68,67,21,52,Happy
17,69,4,30,Concentrated
61,77,4,47.33333333,Happy
72,46,15,44.33333333,Happy
47,44,6,32.33333333,Concentrated
15,44,19,26,Relaxed
5,83,9,32.33333333,Concentrated
28,8,10,15.33333333,Relaxed
90,46,13,49.66666667,Happy
34,51,18,34.33333333,Concentrated
60,83,3,48.66666667,Happy
82,38,3,41,Concentrated
67,92,18,59,Fear
98,91,20,69.66666667,Fear
49,1,1,17,Relaxed
7,81,18,35.33333333,Concentrated
12,74,8,31.33333333,Concentrated
23,48,19,30,Concentrated
57,81,7,48.33333333,Happy
98,45,5,49.33333333,Happy
92,60,5,52.33333333,Happy
79,69,4,50.66666667,Happy
39,10,21,23.33333333,Relaxed
59,23,11,31,Concentrated
2,18,17,12.33333333,Sad
9,88,7,34.66666667,Concentrated
28,93,4,41.66666667,Concentrated
64,49,15,42.66666667,Drunker
34,37,21,30.66666667,Concentrated
93,25,19,45.66666667,Happy
13,34,3,16.66666667,Relaxed
1,16,4,7,Sad
88,23,19,43.33333333,Happy
61,41,17,39.66666667,Concentrated
99,82,7,62.66666667,Fear
80,19,11,36.66666667,Concentrated
48,57,11,38.66666667,Concentrated
4,39,11,18,Relaxed
88,78,18,61.33333333,Fear
93,62,15,56.66666667,Drunker
4,63,19,28.66666667,Drunker
73,40,14,42.33333333,Drunker
30,81,14,41.66666667,Concentrated
18,30,7,18.33333333,Relaxed
30,35,18,27.66666667,Relaxed
30,99,3,44,Happy
12,8,1,7,Sad
10,30,14,18,Relaxed
53,7,11,23.66666667,Relaxed
25,47,9,27,Relaxed
84,33,19,45.33333333,Happy
57,76,21,51.33333333,Happy
90,9,11,36.66666667,Concentrated
40,69,17,42,Concentrated
26,100,20,48.66666667,Happy
63,91,18,57.33333333,Fear
89,15,15,39.66666667,Concentrated
42,89,5,45.33333333,Happy
63,95,8,55.33333333,Happy
52,83,17,50.66666667,Happy
84,39,8,43.66666667,Happy
100,58,6,54.66666667,Happy
82,64,3,49.66666667,Happy
90,87,10,62.33333333,Fear
81,43,6,43.33333333,Happy
99,18,10,42.33333333,Drunker
21,60,18,33,Concentrated
91,7,7,35,Concentrated
71,28,14,37.66666667,Concentrated
48,33,4,28.33333333,Drunker
40,64,10,38,Concentrated
74,72,11,52.33333333,Happy
30,23,9,20.66666667,Relaxed
90,49,14,51,Happy
9,28,7,14.66666667,Drunker
69,71,19,53,Happy
90,94,3,62.33333333,Fear
48,96,5,49.66666667,Happy
73,15,17,35,Concentrated
31,92,20,47.66666667,Happy
49,76,6,43.66666667,Happy
27,45,16,29.33333333,Concentrated
3,51,16,23.33333333,Relaxed
35,22,6,21,Relaxed
34,14,1,16.33333333,Relaxed
82,94,3,59.66666667,Fear
96,68,6,56.66666667,Drunker
48,53,12,37.66666667,Concentrated
28,45,15,29.33333333,Concentrated
74,76,3,51,Happy
94,19,5,39.33333333,Concentrated
27,95,2,41.33333333,Concentrated
40,17,2,19.66666667,Relaxed
34,98,2,44.66666667,Happy
98,20,20,46,Happy
69,33,10,37.33333333,Concentrated
76,82,19,59,Fear
91,5,19,38.33333333,Concentrated
88,27,19,44.66666667,Happy
27,82,21,43.33333333,Happy
74,100,14,62.66666667,Fear
34,59,13,35.33333333,Concentrated
93,81,8,60.66666667,Fear
25,25,8,19.33333333,Relaxed
71,57,21,49.66666667,Happy
40,26,7,24.33333333,Relaxed
42,55,10,35.66666667,Concentrated
21,84,3,36,Concentrated
92,27,2,40.33333333,Concentrated
95,67,19,60.33333333,Fear
16,33,13,20.66666667,Relaxed
